BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
3.56,-111.046,42.765,0.0,1994,2,3,15,9,29.6,0.225,0.01,Mpred|Xi,0.862,
3.56,-112.33200000000001,41.85,7.0,1998,4,24,5,5,49.5,0.105,0.01,Mpred|Xvar,0.968,
3.56,-114.825,41.174,14.0,2008,2,21,16,14,17.48,0.105,0.01,Mpred|Xvar,0.968,
3.56,-111.103,42.765,5.0,1994,2,1,9,58,14.01,0.105,0.01,Mpred|Xvar,0.968,
3.56,-111.12700000000001,42.724,0.0,1994,2,3,13,21,35.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.55,-111.15299999999999,42.793,5.0,1986,6,21,20,30,53.5,0.161,0.01,Mpred|Xvar,0.927,
3.55,-111.126,42.64,0.0,1994,2,7,16,43,15.7,0.105,0.01,Mpred|Xvar,0.968,
3.55,-111.155,42.70399999999999,1.0,1994,2,3,10,31,29.3,0.105,0.01,Mpred|Xvar,0.968,
3.55,-110.529,37.453,0.0,1986,8,22,13,26,33.0,0.162,0.01,Mpred|Xvar,0.927,
3.55,-114.111,37.361,0.0,2007,12,13,7,54,45.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.55,-114.905,41.108000000000004,9.0,2008,2,22,23,24,3.93,0.105,0.01,Mpred|Xvar,0.968,
3.55,-109.079,40.001999999999995,7.0,1970,4,21,15,5,49.7,0.172,0.01,Mpred|Xvar,0.917,
3.55,-112.516,37.984,4.0,1997,8,13,14,24,1.52,0.1,0.01,Mobs,0.971,
3.55,-111.57799999999999,40.648,12.5,1999,6,30,15,27,32.47,0.05,0.01,Mobs,0.993,
3.55,-110.28200000000001,43.463,5.0,2003,5,17,17,1,50.38,0.105,0.01,Mpred|Xvar,0.968,
3.55,-108.06299999999999,40.102,0.0,2005,2,26,19,9,51.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.55,-111.088,42.581,0.0,1994,2,4,18,57,40.5,0.105,0.01,Mpred|Xvar,0.968,
3.55,-114.916,41.13399999999999,5.0,2008,2,22,15,30,22.81,0.105,0.01,Mpred|Xvar,0.968,
3.55,-114.898,41.111999999999995,9.0,2008,2,29,8,49,47.83,0.105,0.01,Mpred|Xvar,0.968,
3.54,-111.294,42.817,2.0,1991,2,15,7,9,22.2,0.161,0.01,Mpred|Xvar,0.927,
3.54,-111.334,42.718999999999994,5.0,1989,10,16,10,14,1.12,0.161,0.01,Mpred|Xvar,0.927,
3.54,-111.1,43.2,30.0,1964,2,3,5,55,44.3,0.401,0.01,Mpred|Xi,0.625,
3.54,-112.3,43.18,6.0,1964,8,18,5,18,42.0,0.401,0.01,Mpred|Xi,0.625,
3.54,-110.415,39.364000000000004,7.0,1962,12,11,10,28,13.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-112.045,39.29,7.0,1968,1,16,9,17,50.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-113.08200000000001,37.804,7.0,1971,11,10,14,43,58.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-113.115,36.389,7.0,1972,4,27,1,53,3.1,0.256,0.01,Mpred|Xi,0.826,
3.54,-113.15,36.38,7.0,1972,4,27,8,41,13.6,0.256,0.01,Mpred|Xi,0.826,
3.54,-111.016,40.421,7.0,1972,10,16,21,49,31.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-112.677,41.996,7.0,1973,11,20,23,36,30.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-112.696,41.816,7.0,1976,11,5,5,54,0.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-112.5,42.118,4.0,1978,11,30,11,55,9.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-111.281,42.435,7.0,1980,3,10,20,28,41.4,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-114.083,37.302,7.0,1980,4,28,21,47,35.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.54,-111.615,41.286,14.0,2003,7,12,1,54,40.05,0.05,0.01,Mobs,0.993,
3.54,-111.10600000000001,42.693999999999996,0.0,1994,2,7,10,37,12.8,0.105,0.01,Mpred|Xvar,0.968,
3.54,-111.18,42.568000000000005,0.0,2004,10,17,20,31,56.9,0.105,0.01,Mpred|Xvar,0.968,
3.53,-113.854,36.185,5.0,2005,11,20,8,45,36.39,0.105,0.01,Mpred|Xvar,0.968,
3.53,-112.18700000000001,38.736999999999995,5.0,1989,7,23,10,39,44.0,0.225,0.01,Mpred|Xi,0.862,
3.53,-111.43,42.99,5.0,1969,9,19,13,33,15.0,0.23,0.01,Mpred|Xi,0.857,
3.53,-114.97200000000001,37.232,7.0,1977,7,21,16,6,22.1,0.23,0.01,Mpred|Xi,0.857,
3.53,-112.037,36.135,5.0,1983,8,31,8,10,8.7,0.23,0.01,Mpred|Xi,0.857,
3.53,-114.56,36.483000000000004,5.0,1983,11,3,18,26,23.5,0.23,0.01,Mpred|Xi,0.857,
3.53,-108.53200000000001,40.626,5.0,1988,2,14,18,32,40.51,0.23,0.01,Mpred|Xi,0.857,
3.53,-110.448,36.374,5.0,1988,7,15,0,38,9.59,0.23,0.01,Mpred|Xi,0.857,
3.53,-111.14,42.576,5.0,1995,3,3,1,20,14.87,0.23,0.01,Mpred|Xi,0.857,
3.53,-114.91799999999999,37.301,5.0,1998,2,1,16,20,8.47,0.23,0.01,Mpred|Xi,0.857,
3.53,-111.09100000000001,36.033,5.0,1998,10,18,7,13,10.65,0.23,0.01,Mpred|Xi,0.857,
3.53,-114.9,41.111999999999995,13.0,2008,2,21,19,6,43.47,0.23,0.01,Mpred|Xi,0.857,
3.53,-111.15899999999999,42.74100000000001,0.0,1994,2,3,19,15,52.3,0.105,0.01,Mpred|Xvar,0.968,
3.53,-111.09700000000001,42.635,0.0,1994,2,4,6,12,10.4,0.105,0.01,Mpred|Xvar,0.968,
3.53,-110.85700000000001,43.136,4.0,2011,7,19,6,42,31.3,0.05,0.01,Mobs,0.993,
3.53,-112.404,37.855,3.0,2012,2,12,3,6,9.53,0.05,0.01,Mobs,0.993,
3.53,-112.803,41.744,6.0,1986,2,21,23,20,12.8,0.153,0.01,Mpred|Xvar,0.934,
3.53,-113.182,36.429,5.0,2007,12,5,0,22,41.66,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.53,-112.094,36.972,6.0,2011,6,23,3,14,2.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.53,-111.11200000000001,42.646,1.0,1994,2,4,8,30,19.6,0.105,0.01,Mpred|Xvar,0.968,
3.52,-110.5,40.467,7.0,1977,10,16,19,15,39.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.52,-111.079,42.943999999999996,3.0,1994,2,3,15,34,44.2,0.11900000000000001,0.01,Mpred|Xvar,0.959,
3.52,-111.154,42.641000000000005,0.0,1994,4,2,12,18,41.6,0.105,0.01,Mpred|Xvar,0.968,
3.52,-114.928,41.184,5.0,2008,2,22,5,7,22.46,0.105,0.01,Mpred|Xvar,0.968,
3.52,-110.84,43.07,11.0,2010,10,13,19,18,15.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.52,-111.818,41.998000000000005,1.0,2004,2,25,0,41,3.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.52,-114.93,41.178000000000004,11.0,2008,2,22,11,5,29.84,0.105,0.01,Mpred|Xvar,0.968,
3.52,-111.287,43.323,5.0,1994,11,29,1,43,25.19,0.161,0.01,Mpred|Xvar,0.927,
3.51,-111.074,42.672,3.0,1994,5,19,14,15,19.2,0.105,0.01,Mpred|Xvar,0.968,
3.51,-111.13799999999999,42.687,1.0,1994,2,3,9,27,36.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.51,-111.141,42.635,0.0,1994,2,13,19,18,16.8,0.105,0.01,Mpred|Xvar,0.968,
3.51,-114.255,37.376,11.0,1999,1,5,10,57,50.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.51,-108.743,41.825,10.0,1985,10,15,0,15,2.8,0.225,0.01,Mpred|Xi,0.862,
3.51,-111.14200000000001,41.69,8.0,2008,10,12,3,26,1.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.5,-111.117,42.725,0.0,1994,2,6,19,33,15.8,0.105,0.01,Mpred|Xvar,0.968,
3.5,-111.118,42.778999999999996,6.0,1994,4,29,17,50,48.2,0.105,0.01,Mpred|Xvar,0.968,
3.5,-111.975,38.867,3.0,1999,9,9,10,14,15.4,0.105,0.01,Mpred|Xvar,0.968,
3.5,-114.8,36.0,0.0,1936,9,19,3,38,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1936,9,20,4,13,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1937,11,12,0,38,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1937,12,3,23,55,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.1,0.0,1938,7,6,18,20,6.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.9,36.0,16.0,1938,10,1,1,7,39.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.9,36.0,16.0,1938,10,1,8,38,8.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1938,12,17,9,42,40.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,16.0,1939,1,30,14,30,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,16.0,1939,5,4,22,37,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,16.0,1939,5,7,12,31,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1939,5,7,19,32,30.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1939,5,24,3,46,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.6,36.0,16.0,1941,3,22,12,8,6.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1941,9,3,21,24,57.6,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.7,36.0,0.0,1941,9,3,21,25,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1941,12,14,16,21,42.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.7,36.0,16.0,1942,10,1,18,39,55.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.8,36.0,0.0,1943,8,4,21,49,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.25,37.35,16.0,1943,11,6,3,45,0.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-114.15,37.6,16.0,1944,3,8,7,54,51.0,0.2,0.10,M~|MLPAS,0.890,
3.5,-111.0,40.0,33.0,1962,9,7,8,47,19.0,0.5,0.10,M~|UknUU,0.482,
3.5,-114.2,37.3,33.0,1966,8,18,6,27,43.6,0.2,0.10,M~|MLBRK,0.890,
3.5,-114.631,36.997,0.0,1972,10,29,11,35,2.5,0.15,0.10,M~|MLREN,0.936,
3.5,-114.613,38.029,10.0,1977,12,16,16,52,36.3,0.15,0.10,M~|MLREN,0.936,
3.5,-111.073,40.247,14.0,2006,6,11,10,1,50.22,0.05,0.01,Mobs,0.993,
3.5,-114.897,37.306,0.0,2006,6,13,9,18,5.05,0.15,0.10,M~|MLREN,0.936,
3.5,-114.662,37.211,8.0,2006,12,25,8,44,11.29,0.15,0.10,M~|MLREN,0.936,
3.5,-114.538,37.364000000000004,0.0,2009,11,8,18,34,34.37,0.15,0.10,M~|MLREN,0.936,
3.5,-111.46,42.021,0.0,1986,10,18,21,21,28.8,0.162,0.01,Mpred|Xvar,0.927,
3.5,-108.712,41.82,4.0,1985,12,7,0,1,4.4,0.225,0.01,Mpred|Xi,0.862,
3.5,-111.93700000000001,39.654,0.0,2004,3,18,14,58,32.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.5,-111.632,41.883,11.0,2005,7,23,5,37,47.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.49,-110.954,43.44,0.0,1983,11,2,20,3,59.4,0.161,0.01,Mpred|Xvar,0.927,
3.49,-114.86399999999999,41.208999999999996,9.0,2008,2,21,20,4,58.03,0.105,0.01,Mpred|Xvar,0.968,
3.49,-114.85799999999999,41.242,9.0,2008,2,26,2,22,23.46,0.105,0.01,Mpred|Xvar,0.968,
3.49,-111.59700000000001,38.789,1.0,1991,8,9,8,49,29.0,0.225,0.01,Mpred|Xi,0.862,
3.49,-114.911,41.144,3.0,2008,2,21,19,37,8.39,0.105,0.01,Mpred|Xvar,0.968,
3.49,-113.13,37.763000000000005,5.0,2004,12,18,17,38,58.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.48,-111.07799999999999,42.617,4.0,1994,8,22,23,43,44.1,0.105,0.01,Mpred|Xvar,0.968,
3.48,-111.57,42.353,4.0,1983,12,11,7,40,45.7,0.225,0.01,Mpred|Xi,0.862,
3.48,-114.948,41.138999999999996,12.0,2008,2,22,7,33,35.09,0.105,0.01,Mpred|Xvar,0.968,
3.48,-111.118,42.623000000000005,3.0,1994,2,16,17,23,43.6,0.105,0.01,Mpred|Xvar,0.968,
3.48,-114.959,41.162,5.0,2008,2,22,11,17,24.78,0.105,0.01,Mpred|Xvar,0.968,
3.47,-111.13799999999999,42.773,1.0,1994,2,4,5,32,44.1,0.105,0.01,Mpred|Xvar,0.968,
3.47,-111.052,42.631,1.0,1994,2,6,21,43,12.5,0.105,0.01,Mpred|Xvar,0.968,
3.47,-114.51299999999999,37.484,1.0,2009,7,20,5,31,50.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.47,-111.15100000000001,42.623000000000005,0.0,1999,2,15,21,40,18.5,0.105,0.01,Mpred|Xvar,0.968,
3.47,-111.417,42.593999999999994,1.0,1982,10,14,11,3,54.3,0.225,0.01,Mpred|Xi,0.862,
3.47,-111.459,42.608999999999995,3.0,1982,10,14,11,9,29.0,0.225,0.01,Mpred|Xi,0.862,
3.47,-112.73700000000001,38.1,0.0,1999,10,23,23,20,29.2,0.105,0.01,Mpred|Xvar,0.968,
3.47,-110.759,43.463,5.0,2003,4,30,8,38,43.57,0.105,0.01,Mpred|Xvar,0.968,
3.47,-111.131,42.787,5.0,2010,6,20,23,59,15.33,0.161,0.01,Mpred|Xvar,0.927,
3.47,-112.79299999999999,38.128,0.0,1995,7,21,17,21,47.4,0.162,0.01,Mpred|Xvar,0.927,
3.47,-114.902,41.145,6.0,2008,2,21,15,11,47.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.46,-111.09899999999999,42.641000000000005,3.0,1994,2,15,3,59,6.3,0.105,0.01,Mpred|Xvar,0.968,
3.46,-111.98899999999999,39.476,7.0,1963,8,16,3,21,4.23,0.256,0.01,Mpred|Xi,0.826,
3.46,-112.62200000000001,38.185,7.0,1964,1,17,0,15,3.5,0.256,0.01,Mpred|Xi,0.826,
3.46,-109.00299999999999,40.058,7.0,1966,7,5,20,2,41.7,0.256,0.01,Mpred|Xi,0.826,
3.46,-112.045,39.313,7.0,1968,1,16,9,20,10.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-114.285,37.373000000000005,0.0,1968,4,8,16,8,14.7,0.256,0.01,Mpred|Xi,0.826,
3.46,-110.45,39.208,7.0,1968,6,2,18,59,23.2,0.256,0.01,Mpred|Xi,0.826,
3.46,-111.971,39.019,7.0,1969,5,23,5,24,51.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-113.50200000000001,36.369,7.0,1972,5,14,2,38,40.7,0.256,0.01,Mpred|Xi,0.826,
3.46,-113.176,38.098,7.0,1973,2,18,9,31,39.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-113.146,38.126999999999995,7.0,1973,3,10,5,3,9.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.523,42.106,5.0,1975,3,28,3,14,29.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.52,42.07,11.0,1975,3,28,4,4,58.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.475,42.123999999999995,5.0,1975,3,29,5,44,32.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.581,42.123000000000005,5.0,1975,3,29,15,43,43.6,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.598,42.033,5.0,1975,3,30,12,56,33.5,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.484,41.993,5.0,1975,3,31,13,45,51.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.44200000000001,42.09,6.0,1975,4,2,21,6,46.2,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.488,42.026,6.0,1975,4,6,21,5,34.1,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.454,42.108000000000004,8.0,1975,9,12,18,26,6.8,0.249,0.01,Mpred|Xi,0.834,
3.46,-112.62200000000001,42.097,1.0,1976,3,22,9,18,45.3,0.249,0.01,Mpred|Xi,0.834,
3.46,-112.694,41.821999999999996,7.0,1976,11,5,1,15,7.1,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.522,38.656,4.0,1978,12,9,14,59,48.4,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.51799999999999,38.647,5.0,1978,12,9,23,49,8.0,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-111.32600000000001,42.489,7.0,1979,6,3,4,58,25.8,0.249,0.01,Mpred|Xi,0.834,
3.46,-113.08200000000001,37.445,1.0,1980,12,21,18,25,9.1,0.22899999999999998,0.01,Mpred|Xi,0.858,
3.46,-112.56,38.633,0.0,1986,10,5,15,47,33.2,0.225,0.01,Mpred|Xi,0.862,
3.46,-113.821,37.775,0.0,1987,2,14,19,54,0.4,0.225,0.01,Mpred|Xi,0.862,
3.46,-112.052,36.135999999999996,11.0,1988,9,8,1,17,42.6,0.225,0.01,Mpred|Xi,0.862,
3.46,-109.242,40.126999999999995,1.0,1991,11,8,13,15,4.7,0.225,0.01,Mpred|Xi,0.862,
3.46,-111.274,42.821999999999996,1.0,1995,2,10,0,14,59.7,0.161,0.01,Mpred|Xvar,0.927,
3.46,-112.383,41.708999999999996,0.0,1996,7,5,3,0,29.7,0.162,0.01,Mpred|Xvar,0.927,
3.46,-113.16799999999999,37.739000000000004,0.0,1979,1,12,9,28,59.5,0.163,0.01,Mpred|Xvar,0.925,
3.46,-111.243,42.669,1.0,2012,2,28,20,42,1.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.46,-111.931,40.378,5.0,2001,5,24,2,40,40.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.46,-112.32,41.821999999999996,0.0,1986,10,31,11,58,27.8,0.153,0.01,Mpred|Xvar,0.934,
3.46,-111.669,41.27,7.0,1986,6,5,8,5,41.9,0.153,0.01,Mpred|Xvar,0.934,
3.45,-111.096,42.766000000000005,5.0,1994,2,11,16,10,35.0,0.105,0.01,Mpred|Xvar,0.968,
3.45,-114.84299999999999,37.253,5.0,1972,10,29,11,35,6.6,0.23,0.01,Mpred|Xi,0.857,
3.45,-110.425,36.43,5.0,1973,2,9,17,38,37.0,0.23,0.01,Mpred|Xi,0.857,
3.45,-114.667,37.887,5.0,1977,12,5,0,9,45.7,0.23,0.01,Mpred|Xi,0.857,
3.45,-108.85,42.72,5.0,1982,8,31,22,2,18.5,0.23,0.01,Mpred|Xi,0.857,
3.45,-110.855,43.178999999999995,5.0,1985,8,22,22,49,18.9,0.23,0.01,Mpred|Xi,0.857,
3.45,-114.96,39.194,5.0,1991,5,17,11,23,2.43,0.23,0.01,Mpred|Xi,0.857,
3.45,-110.235,43.478,5.0,1991,9,30,5,34,20.28,0.23,0.01,Mpred|Xi,0.857,
3.45,-112.04299999999999,36.346,5.0,1992,5,6,1,41,1.27,0.23,0.01,Mpred|Xi,0.857,
3.45,-114.859,37.856,5.0,1992,7,26,12,10,45.56,0.23,0.01,Mpred|Xi,0.857,
3.45,-110.18,43.486999999999995,5.0,1993,11,26,20,41,30.36,0.23,0.01,Mpred|Xi,0.857,
3.45,-111.066,42.647,5.0,2000,6,12,4,19,10.95,0.23,0.01,Mpred|Xi,0.857,
3.45,-108.26,42.553999999999995,5.0,2000,8,19,2,55,43.79,0.23,0.01,Mpred|Xi,0.857,
3.45,-111.209,36.029,5.0,2007,7,4,18,30,29.64,0.23,0.01,Mpred|Xi,0.857,
3.45,-114.93299999999999,41.119,13.0,2008,2,21,17,1,46.7,0.23,0.01,Mpred|Xi,0.857,
3.45,-110.772,37.012,3.0,2009,7,13,3,40,38.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.45,-112.195,38.075,1.0,2000,5,26,3,24,4.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.45,-111.23,42.453,1.0,1986,7,30,8,19,6.5,0.162,0.01,Mpred|Xvar,0.927,
3.45,-112.363,37.834,1.0,1999,3,9,12,39,9.7,0.105,0.01,Mpred|Xvar,0.968,
3.45,-110.898,42.847,5.0,1995,12,17,4,6,36.05,0.105,0.01,Mpred|Xvar,0.968,
3.45,-112.575,37.382,3.0,1982,2,12,10,44,12.6,0.225,0.01,Mpred|Xi,0.862,
3.45,-108.462,38.934,5.0,2002,11,26,5,46,29.5,0.225,0.01,Mpred|Xi,0.862,
3.45,-111.133,42.641999999999996,0.0,1994,2,7,8,39,17.0,0.105,0.01,Mpred|Xvar,0.968,
3.45,-111.09200000000001,42.648,0.0,1994,2,5,16,21,26.0,0.105,0.01,Mpred|Xvar,0.968,
3.44,-112.54700000000001,38.734,0.0,2001,5,9,10,13,4.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.44,-111.09,41.425,1.0,2005,5,18,19,21,46.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.44,-112.51100000000001,37.989000000000004,1.0,1998,2,1,2,9,22.1,0.105,0.01,Mpred|Xvar,0.968,
3.44,-114.613,37.138000000000005,5.0,1999,8,23,20,56,21.57,0.105,0.01,Mpred|Xvar,0.968,
3.44,-113.046,37.593,7.0,2010,1,5,4,55,24.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.44,-110.39399999999999,36.533,7.0,2007,8,21,16,17,55.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.44,-111.14,42.766999999999996,1.0,1994,2,3,9,35,12.9,0.105,0.01,Mpred|Xvar,0.968,
3.44,-111.541,40.738,9.0,1995,12,6,4,25,28.29,0.1,0.01,Mobs,0.971,
3.44,-114.522,36.175,7.0,2008,10,18,2,27,37.9,0.05,0.01,Mobs,0.993,
3.44,-111.786,36.953,6.0,2003,7,8,2,20,33.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.44,-111.07799999999999,42.631,2.0,2010,1,1,4,13,29.2,0.105,0.01,Mpred|Xvar,0.968,
3.44,-114.874,41.191,8.0,2008,2,26,11,53,14.44,0.105,0.01,Mpred|Xvar,0.968,
3.44,-114.912,41.121,8.0,2008,2,22,17,10,20.36,0.105,0.01,Mpred|Xvar,0.968,
3.43,-112.436,41.559,5.0,1987,10,2,14,35,48.9,0.153,0.01,Mpred|Xvar,0.934,
3.43,-111.98100000000001,38.887,1.0,2000,3,8,15,25,4.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.43,-111.109,42.633,2.0,1994,5,18,9,58,54.1,0.105,0.01,Mpred|Xvar,0.968,
3.43,-108.712,41.849,3.0,1985,10,10,18,57,27.6,0.225,0.01,Mpred|Xi,0.862,
3.43,-112.319,41.826,2.0,1986,12,31,11,21,56.5,0.225,0.01,Mpred|Xi,0.862,
3.43,-114.88600000000001,41.136,15.0,2008,2,21,16,5,54.25,0.105,0.01,Mpred|Xvar,0.968,
3.43,-111.103,42.728,1.0,1994,3,2,4,12,29.7,0.105,0.01,Mpred|Xvar,0.968,
3.43,-112.334,38.262,8.0,2011,1,6,22,31,4.37,0.05,0.01,Mobs,0.993,
3.43,-112.505,37.983000000000004,5.0,1998,2,3,12,44,17.2,0.105,0.01,Mpred|Xvar,0.968,
3.43,-111.132,42.608000000000004,0.0,1994,2,3,9,45,33.7,0.105,0.01,Mpred|Xvar,0.968,
3.43,-112.995,36.925,0.0,1988,5,22,19,22,45.8,0.162,0.01,Mpred|Xvar,0.927,
3.42,-113.984,36.281,5.0,1998,8,22,23,20,28.78,0.161,0.01,Mpred|Xvar,0.927,
3.42,-112.609,38.158,0.0,2002,8,12,1,31,40.8,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.42,-111.575,41.126999999999995,7.0,2006,12,20,18,15,36.3,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.42,-114.852,41.273,4.0,2008,2,23,22,56,39.24,0.105,0.01,Mpred|Xvar,0.968,
3.42,-111.141,42.714,0.0,1994,2,4,3,27,26.0,0.105,0.01,Mpred|Xvar,0.968,
3.42,-111.111,42.711000000000006,1.0,1999,3,1,15,48,15.2,0.105,0.01,Mpred|Xvar,0.968,
3.42,-114.382,40.108000000000004,1.0,1987,3,23,4,7,0.1,0.161,0.01,Mpred|Xvar,0.927,
3.42,-111.04,42.99,5.0,1982,3,1,10,43,6.2,0.161,0.01,Mpred|Xvar,0.927,
3.42,-111.978,38.865,4.0,1999,7,18,23,20,50.0,0.105,0.01,Mpred|Xvar,0.968,
3.42,-111.43700000000001,42.593,0.0,1995,1,11,5,17,47.8,0.161,0.01,Mpred|Xvar,0.927,
3.42,-114.87799999999999,41.114,7.0,2008,2,22,17,31,45.03,0.105,0.01,Mpred|Xvar,0.968,
3.42,-112.074,40.746,9.0,2001,7,8,13,55,51.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.41,-111.587,42.479,4.0,2008,8,16,2,24,23.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.41,-113.03399999999999,37.637,3.0,1997,11,30,9,54,59.0,0.105,0.01,Mpred|Xvar,0.968,
3.41,-111.416,42.617,1.0,1982,10,14,7,33,0.2,0.161,0.01,Mpred|Xvar,0.927,
3.41,-108.21,39.995,1.0,2005,2,5,23,6,23.9,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.41,-114.93299999999999,38.454,0.0,1988,1,30,1,38,9.0,0.225,0.01,Mpred|Xi,0.862,
3.41,-112.47,36.216,5.0,1998,11,8,0,24,18.21,0.161,0.01,Mpred|Xvar,0.927,
3.41,-113.27600000000001,36.927,2.0,1994,11,27,6,30,11.8,0.162,0.01,Mpred|Xvar,0.927,
3.41,-111.06700000000001,42.611000000000004,1.0,1994,4,7,16,49,2.9,0.105,0.01,Mpred|Xvar,0.968,
3.41,-111.6,43.1,33.0,1963,10,29,5,39,33.0,0.401,0.01,Mpred|Xi,0.625,
3.41,-110.8,42.8,33.0,1964,9,17,22,17,20.0,0.401,0.01,Mpred|Xi,0.625,
3.41,-111.8,43.2,33.0,1965,7,29,8,25,52.7,0.401,0.01,Mpred|Xi,0.625,
3.41,-111.0,43.0,33.0,1967,6,26,22,31,2.8,0.401,0.01,Mpred|Xi,0.625,
3.41,-108.31,37.92,33.0,1970,2,3,5,59,35.6,0.401,0.01,Mpred|Xi,0.625,
3.4,-112.868,36.67,2.0,2009,9,4,11,47,53.7,0.105,0.01,Mpred|Xvar,0.968,
3.4,-114.084,39.888000000000005,9.0,1988,5,22,19,10,49.4,0.153,0.01,Mpred|Xvar,0.934,
3.4,-109.98100000000001,40.972,4.0,2006,1,5,14,44,45.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
3.4,-112.54899999999999,38.717,0.0,2001,2,10,10,56,15.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
